Job,Date,Cost,Vendor,Description,
mattison,10/7/2020,$55.22,Western Roofing Supply,"downspout, elbow, zip screws",
Westcliff2,10/12/2020,$172.19,San Lorenzo Lumber,"tyvek, flashing",
Westcliff2,10/12/2020,$515.70,San Lorenzo Lumber,lumber,
Westcliff2,10/13/2020,$52.91,San Lorenzo Lumber,"stucco tape, flashing",
Westcliff2,10/14/2020,$124.29,Home Depot,"paint, sealer, rollers",
Westcliff2,10/14/2020,$58.11,San Lorenzo Lumber,lumber,
Westcliff2,10/15/2020,$65.56,San Lorenzo Lumber,lumber,
chico,10/19/2020,$37.06,Home Depot,LED plug,
chico,10/19/2020,$42.06,San Lorenzo Lumber,drywall,
Westcliff2,10/19/2020,$65.55,San Lorenzo Lumber,premium outdoor red ,
chico,10/20/2020,$215.12,Home Depot,"LED undercabinet, linkable",
chico,10/21/2020,$462.04,Home Depot,"LED undercabinet, drywall",
chico,10/21/2020,$66.86,San Lorenzo Lumber,"breaker, ice maker valve and line",
chico,10/22/2020,$11.76,San Lorenzo Lumber,strait trans,
chico,10/23/2020,$89.26,San Lorenzo Lumber,lumber,
chico,10/23/2020,$293.21,Home Depot,sink,
Westcliff2,10/23/2020,$91.00,A Equipment Rental,"demolition hammer, tile remover tool",
summit,10/27/2020,"$2,565.00",SeaBerg metal fabricators,ring rail,
summit,10/28/2020,$69.85,Sherwin Williams,paint,
chico,10/29/2020,$222.08,Home Depot,"linear track section, LED, cordmate",
Westcliff2,10/29/2020,$160.10,San Lorenzo Lumber,coronado base,
Souza,11/3/2020,$488.48,San Lorenzo Lumber,lumber,
Souza,11/3/2020,$683.94,San Lorenzo Lumber,lumber,
summit,11/3/2020,$360.66,San Lorenzo Lumber,Ashwood timbertech,
chico,11/4/2020,$673.62,Home Depot,patio door,
chico,11/6/2020,$54.47,Home Depot,schlage combo pack,
chico,11/8/2020,$574.85,Home Depot,"mosiac sheet, charcoal mat",
Souza,11/9/2020,$331.24,Big Creek Lumber,"ground contact, outdoor screw",
Souza,11/10/2020,$310.28,Big Creek Lumber,"lumber, concrete mix, ground contact, deck spacer",
summit,11/12/2020,$222.59,San Lorenzo Lumber,lumber,
chico,11/13/2020,$379.29,Home Depot,"tub/shower faucet, bath faucet",
chico,11/14/2020,$151.91,Graniterock,"denshield, wallboard",
chico,11/17/2020,$21.84,San Lorenzo Lumber,compact key storage,
Westcliff2,11/18/2020,$148.24,San Lorenzo Lumber,4 panel door,
Westcliff2,11/18/2020,$76.44,Aura Hardwoods,melanine,
Westcliff2,11/18/2020,$6.26,Aura Hardwoods,melanine,
Westcliff2,11/18/2020,$123.00,San Lorenzo Lumber,lumber,
chico,11/23/2020,-$113.76,Home Depot,refund,
chico,12/3/2020,$50.85,Home Depot,LED,
summit,12/7/2020,"$1,400.00",SeaBerg metal fabricators,gate and fence panel ,
Westcliff2,12/7/2020,$148.24,San Lorenzo Lumber,"panel door, labor",
Westcliff2,12/7/2020,$28.81,San Lorenzo Lumber,drywall ,
8th Avenue2,12/7/2020,$29.26,Home Depot,portland beige,
Westcliff2,12/8/2020,$572.25,Architeture by Langston,Quickbooks,
8th Avenue2,12/8/2020,"$7,039.25",San Lorenzo Lumber,"windows, sliders",
Westcliff2,12/9/2020,$39.78,San Lorenzo Lumber,"drywall, lumber",
Westcliff2,12/9/2020,$192.93,San Lorenzo Lumber,prehung door,
Westcliff2,12/10/2020,$23.33,San Lorenzo Lumber,"brush, micro pin",
Westcliff2,12/10/2020,$42.82,San Lorenzo Lumber,"coronado base, colonial stop",
Westcliff2,12/11/2020,$165.78,San Lorenzo Lumber,bldr jw,
Westcliff2,12/14/2020,"$7,900.00",JC Heating & Airconditioning,proposal,
Westcliff2,12/15/2020,$181.76,Ferguson,"pipes, valve",
8th Avenue2,12/16/2020,$94.61,San Lorenzo Lumber,hardibacker,
8th Avenue2,12/16/2020,$65.41,Big Creek,"hardibacker, hardieblade",
Westcliff2,12/18/2020,$102.35,San Lorenzo Lumber,lumber,
Westcliff2,12/18/2020,$49.87,Home Depot,"turn tee, coupling, tee",
Westcliff2,12/19/2020,$25.32,San Lorenzo Lumber,"solvent, adapter",
Westcliff2,12/21/2020,$81.85,City of Santa Cruz Landfill,dump,
8th Avenue2,12/21/2020,$14.41,San Lorenzo Lumber,drywall,
Westcliff2,12/29/2020,$93.55,San Lorenzo Lumber,lumber,
Westcliff2,12/30/2020,$97.00,Buena Vista Landfill,dump,
8th Avenue2,12/30/2020,$131.61,Home Depot,"broom, primer",
8th Avenue2,12/30/2020,$25.46,Sherwin Williams,paint,
8th Avenue2,12/30/2020,$120.99,Big Creek,"trim, caulk, flashing",
8th Avenue2,12/31/2020,$38.19,San Lorenzo Lumber,lumber,
8th Avenue2,12/31/2020,$90.31,San Lorenzo Lumber,"casing, lumber",
Westcliff2,1/7/2021,$423.76,Independent Electric,fan,
Westcliff2,1/8/2021,"$2,026.05",Ferguson,large order - plumbing,
Westcliff2,1/8/2021,$47.68,Home Depot,"adaptor, tee",
Westcliff2,1/11/2021,$32.76,San Lorenzo Lumber,kwikset,
Westcliff2,1/11/2021,$404.17,San Lorenzo Lumber,lumber,
Westcliff2,1/11/2021,$912.44,San Lorenzo Lumber,"windows, screens",
Westcliff2,1/12/2021,$105.03,Ferguson,"elbow, adaptor, other misc",
8th Avenue2,1/13/2021,$208.85,Big Creek,"trim, shims",
chico,1/14/2021,$426.06,Home Depot,"shower faucet, towel bar, towel hook",
Westcliff2,1/14/2021,$94.89,Ferguson,propex valve,
8th Avenue2,1/14/2021,$34.90,Big Creek,fluid flashing,
8th Avenue2,1/14/2021,"$7,039.25",Big Creek,"picture window, vinyl windows, sash pack",
Westcliff2,1/20/2021,$151.46,San Lorenzo Lumber,"insulation, tape, pipe, other misc",
Westcliff2,1/20/2021,$194.45,San Lorenzo Lumber,"blade, chisel, stud, other misc",
Westcliff2,1/21/2021,$263.80,Home Depot,"meter, shrink coil",
Westcliff2,1/21/2021,$17.83,Blueprint Express,"plot bond, photocopy",
Westcliff2,1/22/2021,$53.68,Home Depot,"vent, cement, elbow",
Westcliff2,1/22/2021,$27.06,San Lorenzo Lumber,lumber,
Westcliff2,1/26/2021,$130.33,Ferguson,grohflex valve,
8th Avenue2,1/26/2021,$158.92,San Lorenzo Lumber,lumber,
8th Avenue2,1/26/2021,$152.90,San Lorenzo Lumber,"kraft roll, lumber, hardi",
8th Avenue2,1/26/2021,$18.79,San Lorenzo Lumber,foam brush,
Westcliff2,1/27/2021,$91.69,Home Depot,"long foam, clamp, strap",
Westcliff2,1/27/2021,$720.06,Ferguson,"washer set, tub",
Westcliff2,1/28/2021,$217.81,Home Depot,lumber,
Westcliff2,1/29/2021,$155.59,San Lorenzo Lumber,lumber,
8th Avenue2,2/1/2021,$12.99,San Lorenzo Lumber,lumber,
8th Avenue2,2/2/2021,$38.21,San Lorenzo Lumber,lumber,
Westcliff2,2/3/2021,$514.90,Ferguson,"elbow,coupler, other misc",
Westcliff2,2/3/2021,$500.49,Ferguson,"drain kit, valve, tub spout",
Westcliff2,2/11/2021,$76.14,San Lorenzo Lumber,lumber,
Westcliff2,2/13/2021,"$1,047.86",Ferguson,bath,
Westcliff2,2/18/2021,$214.17,Ferguson,red tee,
Westcliff2,2/18/2021,$172.69,Ferguson,"autoflare, union, tee, elbow",
Westcliff2,2/18/2021,$228.63,Ferguson,"sealant, elbow,, nipple, other misc",
Westcliff2,2/23/2021,$36.72,San Lorenzo Lumber,"diamond blade, wrench, small misc",
Westcliff2,2/26/2021,$239.29,Home Depot,"drywall, floor cleaner, blade, other misc",
Westcliff2,2/28/2021,$13.99,Graniterock,cornerbead,
Westcliff2,3/1/2021,$457.30,Ferguson,wic. Romex,
8th Avenue2,3/1/2021,$75.98,Kelly Moore Paints,paint,
Westcliff2,3/2/2021,"$3,529.22",Two Stone Cabinets & Tile,"wall mirror, tile, edge metal",
8th Avenue2,3/2/2021,$169.61,Big Creek,lumber,
summit,3/3/2021,$37.74,San Lorenzo Lumber,"diamond blade, flashing",
summit,3/3/2021,$28.60,San Lorenzo Lumber,"hinge, shims",
42nd,3/3/2021,$37.74,San Lorenzo Lumber,"diamond blade, flashing",
42nd,3/3/2021,$28.60,San Lorenzo Lumber,"hinge, shims",
summit,3/4/2021,$30.77,Big Creek Lumber,ground contact,
Westcliff2,3/4/2021,$275.20,Ferguson,"tees, elbows, nipples, lag screw, other misc",
Westcliff2,3/4/2021,$67.42,San Lorenzo Lumber,"pipe, vent, vent hood",
summit,3/5/2021,$808.58,Home Depot,"kitchen sink, wire",
summit,3/5/2021,$127.08,San Lorenzo Lumber,lumber,
42nd,3/5/2021,$808.58,Home Depot,"kitchen sink, wire",
42nd,3/5/2021,$127.08,San Lorenzo Lumber,lumber,
42nd,3/5/2021,$808.58,Home Depot,"fireclay, wire",
Westcliff2,3/6/2021,$17.01,Home Depot,readytex wall/ceiling,
summit,3/8/2021,$67.43,Home Depot,"foam, clamp",
summit,3/8/2021,$127.08,San Lorenzo Lumber,lumber,
summit,3/8/2021,$25.53,Home Depot,foam insulation,
42nd,3/8/2021,$67.43,Home Depot,"foam, clamp",
42nd,3/8/2021,$127.08,San Lorenzo Lumber,lumber,
42nd,3/8/2021,$25.53,Home Depot,foam insulation,
Westcliff2,3/9/2021,$264.27,Home Depot,"primer, paint, vent, hood,other misc",
Westcliff2,3/9/2021,$53.25,Kelly Moore,paint   ,
Westcliff2,3/9/2021,$40.14,Kelly Moore,paint,
summit,3/10/2021,$20.01,San Lorenzo Lumber,"blue box, nipple, cap",
42nd,3/10/2021,$20.01,San Lorenzo Lumber,"blue box, nipple, cap",
Westcliff2,3/10/2021,"$1,254.76",Two Stone Cabinets & Tile,prescott katella ash,
Westcliff2,3/10/2021,$299.11,San Lorenzo Lumber,"hold down, bearing plate, thread rod",
Westcliff2,3/12/2021,$282.19,Graniterock,"denshield, wallboard, smooth set",
Westcliff2,3/12/2021,$106.14,San Lorenzo Lumber,"coronado base, crown",
Westcliff2,3/15/2021,$478.53,Ferguson,wall pipe insulation,
Westcliff2,3/15/2021,$472.16,San Lorenzo Lumber,"tyvek, lumber",
Westcliff2,3/15/2021,$61.77,San Lorenzo Lumber,"flashing, pail, roller",
Westcliff2,3/16/2021,$91.53,San Lorenzo Lumber,"rebar, kraft",
Westcliff2,3/16/2021,$435.99,San Lorenzo Lumber,low-e,
Westcliff2,3/17/2021,$25.48,Ferguson,striker,
Westcliff2,3/17/2021,$210.96,San Lorenzo Lumber,"adhesive, thread rod",
summit,3/19/2021,$63.98,Home Depot,"paint, extension pole, rags",
summit,3/19/2021,$31.75,Home Depot,"compound, joint tape, circle cutter",
42nd,3/19/2021,$63.98,Home Depot,"paint, extension pole, rags",
42nd,3/19/2021,$31.75,Home Depot,"compound, joint tape, circle cutter",
Westcliff2,3/22/2021,$27.44,sherwin williams,paint,
Westcliff2,3/22/2021,$176.84,San Lorenzo Lumber,"drywall, concrete mix",
Westcliff2,3/22/2021,$64.46,Graniterock,rc channel,
Westcliff2,3/22/2021,$57.78,Home Depot,"door lock, bolt nuts",
Westcliff2,3/23/2021,$170.33,San Lorenzo Lumber,picture window,
Westcliff2,3/23/2021,$16.70,San Lorenzo Lumber,box nails,
Westcliff2,3/23/2021,$111.77,San Lorenzo Lumber,"casing, lumber",
Westcliff2,3/24/2021,$156.86,Ferguson,faucet,
Westcliff2,3/24/2021,$56.36,City of Santa Cruz Landfill,dump,
Westcliff2,3/24/2021,$271.14,Home Depot,"sensor, trap, towel bar, tp holder",
Westcliff2,3/25/2021,$85.38,San Lorenzo Lumber,"colonial crown, lumber",
Westcliff2,3/25/2021,$120.26,Ferguson,"full striker, coupler",
Westcliff2,3/25/2021,$780.95,Ferguson,"shower base, abs",
Westcliff2,3/25/2021,$258.48,Home Depot,"led disk, paint",
Westcliff2,3/25/2021,$53.99,Independent Electric,humidity sensor,
Westcliff2,3/27/2021,$75.93,Graniterock,fine screws,
Westcliff2,3/30/2021,$35.00,A Equipment Rental,lift,
Westcliff2,3/30/2021,$201.18,Home Depot,"drywall, paint",
Westcliff2,3/31/2021,$165.80,D&G Sanitation,portapotty,
Westcliff2,4/1/2021,$52.58,Ferguson,push pu,
Westcliff2,4/1/2021,$23.09,Home Depot,"lever, flange, bracket",
Westcliff2,4/2/2021,$640.00,Tri-County Insulation,fiberglass batts,
42nd,4/5/2021,$207.71,Kings Paint,paint   ,
Westcliff2,4/5/2021,$65.12,Home Depot,"roller, sponge",
Westcliff2,4/6/2021,$275.04,Graniterock,"denshield, wallboard, screws",
Westcliff2,4/7/2021,$29.86,San Lorenzo Lumber,drywall,
Westcliff2,4/7/2021,$153.65,Graniterock,wallboard,
Westcliff2,4/7/2021,$36.63,A Equipment Rental,lift,
Westcliff2,4/7/2021,$29.41,Home Depot,towel bar,
Westcliff2,4/7/2021,$93.16,Home Depot,breaker 2-pole,
Westcliff2,4/7/2021,$43.56,Home Depot,screw,
Westcliff2,4/8/2021,$157.54,Graniterock,"coarse screws, wallboard",
Westcliff2,4/9/2021,$143.06,Graniterock,"smooth set lite, cornerbead",
Westcliff2,4/9/2021,$67.39,Royal Wholesale Electric,"cement, conduit",
Westcliff2,4/9/2021,$30.35,Home Depot,conduit,
Westcliff2,4/9/2021,$15.28,Westside Hardware,cable,
42nd,4/12/2021,$559.10,Home Depot,"LED, dimmer, outlet, other misc",
Westcliff2,4/12/2021,$56.59,Home Depot,light,
Westcliff2,4/12/2021,$21.35,City of Santa Cruz Landfill,dump,
Westcliff2,4/12/2021,$65.66,Ferguson,misc,
Westcliff2,4/13/2021,$62.16,Graniterock,ready tex,
Westcliff2,4/13/2021,$87.01,San Lorenzo Lumber,lumber,
Westcliff2,4/14/2021,$71.74,Home Depot,"sherlock pro frame, paint, rollers",
Westcliff2,4/14/2021,$196.33,Home Depot,"primer, ground rod, clamp",
42nd,4/15/2021,$14.10,Home Depot,ground rod,
42nd,4/16/2021,$38.87,Home Depot,paint,
42nd,4/16/2021,$308.38,Home Depot,"kitchen faucet, arch pull",
Westcliff2,4/16/2021,$38.33,San Lorenzo Lumber,lumber,
Westcliff2,4/16/2021,$96.69,Graniterock,wallboard,
42nd,4/20/2021,$259.42,Home Depot,disposal,
42nd,4/20/2021,$109.64,Home Depot,sink top switch,
Westcliff2,4/20/2021,$75.16,Graniterock,"smooth set lite, cornerbead",
Westcliff2,4/21/2021,$224.85,San Lorenzo Lumber,"coronado base, colonial casing",
Westcliff2,4/21/2021,$635.10,Home Depot,"LED disk, receptacle, sensor, outlets",
Westcliff2,4/22/2021,$188.71,Advanced Blind & Shade,abs premium poly blinds,
Westcliff2,4/22/2021,$38.24,San Lorenzo Lumber,lumber,
Westcliff2,4/22/2021,$15.73,San Lorenzo Lumber,lumber,
Westcliff2,4/22/2021,$242.97,Home Depot,blinds,
Westcliff2,4/22/2021,$161.35,Home Depot,"shims, lumber",
Westcliff2,4/22/2021,$39.70,Kelly Moore,paint,
Westcliff2,4/23/2021,$142.68,Home Depot,"switch, LED disk, breaker",
Westcliff2,4/23/2021,$39.88,Home Depot,"outlets, wallplates",
Westcliff2,4/23/2021,$92.75,Home Depot,"floor diffuser, range cord",
Westcliff2,4/27/2021,$29.87,San Lorenzo Lumber,colonial casing,
Westcliff2,4/27/2021,$37.16,San Lorenzo Lumber,"brush, sealant",
Westcliff2,4/27/2021,$110.56,Home Depot,"towel bar, tp holder, towel ring",
Westcliff2,4/27/2021,$31.18,Kelly Moore,paint,
Westcliff2,4/28/2021,$85.00,Advanced Blind & Shade,labor and materials,
Westcliff2,4/28/2021,$21.35,City of Santa Cruz Landfill,dump,
Westcliff2,4/29/2021,$354.41,Home Depot,"sink, ice maker",
Westcliff2,4/30/2021,$16.97,Home Depot,paint,
Westcliff2,4/30/2021,$61.04,D&G Sanitation,portapotty,
Westcliff2,5/3/2021,$229.81,Kelly Moore,paint,
Westcliff2,5/4/2021,$231.96,Home Depot,"bar pull, GFCI, other misc",
Westcliff2,5/5/2021,$442.16,Home Depot,"kitchen faucet, hose, outlet.other misc",
Westcliff2,5/5/2021,$156.86,Ferguson,,
Westcliff2,5/5/2021,$596.79,Ferguson,"shower, rail",
Westcliff2,5/7/2021,$74.57,Home Depot,"stud, blinds",
Westcliff2,5/7/2021,$32.05,City of Santa Cruz Landfill,dump,
Westcliff2,5/12/2021,$94.67,Home Depot,"glass and tile set, cement",
8th Avenue2,5/17/2021,$197.59,Big Creek,"fence post mix, lumber",
felt,5/17/2021,$331.36,San Lorenzo Lumber,door,
felt,5/18/2021,$17.00,buena Vista Landfill,dump,
felt,5/19/2021,$9.93,Home Depot,duct,
felt,5/20/2021,$650.85,Home Depot,"kitchen faucet, handshower",
felt,5/20/2021,$58.42,buena Vista Landfill,dump,
felt,5/21/2021,$201.63,Home Depot,"handshower, floor box, showerhead",
felt,5/24/2021,$136.15,Home Depot,"outlet surge, LED",
felt,5/24/2021,$87.88,Ferguson,slidebar,
felt,5/25/2021,$75.38,Home Depot,single gang floor box kit,
felt,5/25/2021,$249.26,San Lorenzo Lumber,"wood cap, lumber",
felt,5/25/2021,$721.59,ferguson,tall whtr (?),
Westcliff2,5/27/2021,$15.73,Home Depot,"caulk, brush",
felt,5/27/2021,$88.25,San Lorenzo Lumber,value form board,
Westcliff2,5/28/2021,$240.00,Advanced Blind & Shade,slat replacement,
felt,5/28/2021,$52.28,Home Depot,"respirator, goggles",
Westcliff2,5/31/2021,$21.09,D&G Sanitation,portapotty,
felt,5/31/2021,$130.80,D&G Sanitation,portapotty,
felt,6/1/2021,$19.39,San Lorenzo Lumber,louver vent,
felt,6/7/2021,$583.27,Home Depot,"bath faucet, rugged reacher",
felt,6/7/2021,$34.02,Buena Vista Landfill,dump,
felt,6/7/2021,"$1,731.30",Abesco Distributing Company,tuf-1 foundation,
felt,6/8/2021,$158.16,Home Depot,"insulation, fender washer",
felt,6/9/2021,$40.38,San Lorenzo Lumber,"drywall, fender washer",
felt,6/9/2021,$336.48,San Lorenzo Lumber,boral,
felt,6/10/2021,$318.82,ABC Supply,plank,
felt,6/14/2021,$16.91,San Lorenzo Lumber,lumber,
felt,6/14/2021,$294.28,Big Creek Lumber,house wrap,
chico2,6/18/2021,$25.00,Buena Vista Landfill,dump,
felt,6/21/2021,$112.72,San Lorenzo Lumber,"post cap, flange hanger",
felt,6/21/2021,$522.85,San Lorenzo Lumber,lumber,
chico2,6/21/2021,$21.35,City of Santa Cruz landfill,dump,
felt,6/22/2021,$35.04,San Lorenzo Lumber,titen hd,
chico2,6/22/2021,$21.35,City of Santa Cruz landfill,dump,
Westcliff2,6/23/2021,$316.54,San Lorenzo Lumber,from statement,
felt,6/23/2021,$6.52,home Depot,toilet supply line,
felt,6/23/2021,$48.09,San Lorenzo Lumber,"switch plate, receptacle",
chico2,6/24/2021,$32.05,City of Santa Cruz landfill,dump,
felt,6/28/2021,$51.54,home Depot,"dryer cord, LED",
felt,6/28/2021,$59.40,San Lorenzo Lumber,lumber,
felt,6/29/2021,$61.01,home Depot,blind ,
felt,6/29/2021,$98.90,San Lorenzo Lumber,"primer, brush,cover",
chico2,6/30/2021,"$1,041.80",Ferguson,"wallbox, shower drain, tee, plug, other misc",
chico2,7/1/2021,$156.40,Ferguson,wall pipe insulation,
felt,7/2/2021,$26.00,Buena Vista Landfill,dump,
felt,7/2/2021,$119.26,home Depot,"blinds,blind duster",
felt,7/2/2021,$23.86,home Depot,trash bags,
felt,7/2/2021,$222.20,home Depot,"blind,LED",
chico2,7/2/2021,"$1,028.96",Home Depot,appliance order,
chico2,7/2/2021,$175.05,San Lorenzo Lumber,from statement,
felt,7/6/2021,$387.00,home Depot,"blinds, brush",
chico2,7/7/2021,$80.68,San Lorenzo Lumber,from statement,
chico2,7/8/2021,$18.85,City of Santa Cruz landfill,dump,
felt,7/10/2021,$105.66,home Depot,blind   ,
felt,7/11/2021,$48.32,home Depot,blind,
chico2,7/12/2021,$16.51,San Lorenzo Lumber,lumber,
chico2,7/12/2021,$286.91,ferguson,"coil aquapex,couple, tee",
felt,7/19/2021,$29.67,home Depot,"shelf bracket, screw",
chico2,7/19/2021,$32.06,Home Depot,"electric box,valve lever",
chico2,7/21/2021,$333.96,Independent Electric,fan-heater,
8th Avenue2,7/22/2021,$19.05,Big Creek,fence post mix  ,
8th Avenue2,7/22/2021,$56.68,Big Creek,ready mix concrete,
8th Avenue2,7/22/2021,$167.04,Big Creek,"lumber,roller,small misc",
Westcliff2,7/23/2021,$170.33,San Lorenzo Lumber,from statement,
8th Avenue2,7/23/2021,$72.62,San Lorenzo Lumber,"caster rubber, hinge",
felt,7/23/2021,"$5,650.00",JC Heating,"contract = $11,300",
chico2,7/23/2021,"$11,900.00",JC Heating,contract,
chico2,7/23/2021,$21.35,City of Santa Cruz landfill,dump,
8th Avenue2,7/26/2021,$43.13,Big Creek,lumber  ,
8th Avenue2,7/27/2021,-$7.64,San Lorenzo Lumber,return,
chico2,7/27/2021,$21.70,City of Santa Cruz landfill,dump,
chico2,7/27/2021,$34.55,City of Santa Cruz landfill,dump,
chico2,7/28/2021,$873.26,Royal Wholesale Electric,,
chico2,7/28/2021,$45.21,San Lorenzo Lumber,adhesive,
chico2,7/28/2021,$33.28,Buena Vista Landfill,dump,
felt,8/2/2021,$26.00,buena Vista Landfill,dump,
8th Avenue2,8/3/2021,$98.86,Big Creek,lattice panel,
chico2,8/3/2021,$222.82,Graniterock,"wallboard, set lite",
chico2,8/3/2021,$403.30,San Lorenzo Lumber,"romex, titen,washer",
chico2,8/3/2021,$248.08,Home Depot,insulation,
chico2,8/5/2021,$52.11,Graniterock,"smooth lite, compound",
chico2,8/5/2021,$648.17,Graniterock,"denshield, wallboard,cornerbread",
chico2,8/5/2021,$21.35,City of Santa Cruz landfill,dump,
chico2,8/9/2021,$27.23,Home Depot,mortar,
chico2,8/9/2021,$21.35,City of Santa Cruz landfill,dump,
felt,8/10/2021,$34.22,San Lorenzo Lumber,"hand grip, cutter tool",
chico2,8/10/2021,$40.20,City of Santa Cruz landfill,dump,
chestnut,8/11/2021,$74.13,Buena Vista Landfill,dump,
chestnut,8/11/2021,$26.00,Buena Vista Landfill,dump,
chico2,8/12/2021,$303.78,Independent Electric,conduit,
chestnut,8/13/2021,$13.80,City of Santa Cruz Landfill,dump,
chestnut,8/13/2021,$21.35,City of Santa Cruz Landfill,dump,
chico2,8/16/2021,$236.08,Big Creek,sound siding,
chico2,8/16/2021,$43.43,Graniterock,"ready tex, smooth set",
chestnut,8/16/2021,$19.68,City of Santa Cruz Landfill,dump,
chico2,8/17/2021,$29.08,Sherwin Williams,paint,
chestnut,8/17/2021,"$1,227.17",Big Creek,lumber,
chestnut,8/18/2021,$90.20,San Lorenzo Lumber,"paint spray, respirator cartridge",
chestnut,8/18/2021,$62.11,San Lorenzo Lumber,concrete mix,
chestnut,8/18/2021,$117.26,San Lorenzo Lumber,"joinst tape, flashing",
chestnut,8/18/2021,$109.46,Big Creek,"deck spacers, screws, other misc",
chestnut,8/19/2021,$547.57,San Lorenzo Lumber,"column cap, shear joist, drive screw",
chestnut,8/19/2021,$162.96,San Lorenzo Lumber,"post beam cap, respirator",
chestnut,8/23/2021,$75.29,San Lorenzo Lumber,lumber,
chico2,8/24/2021,$28.95,Graniterock,midweight compound,
chico2,8/24/2021,$54.57,Graniterock,plaster sand,
chico2,8/25/2021,$207.37,Sherwin Williams,paint,
chestnut,8/25/2021,$35.65,City of Santa Cruz Landfill,dump,
chestnut,8/30/2021,$305.89,San Lorenzo Lumber,lumber,
chestnut,8/31/2021,"$2,301.49",Big Creek,"fasteners, lumber",
chestnut,8/31/2021,"$2,112.95",Big Creek,"sand groove, sand fascia",
chico2,9/1/2021,$34.67,Sherwin Williams,paint,
chico2,9/1/2021,$194.58,Home Depot,"LED, trashbags",
chico2,9/1/2021,$12.77,Home Depot,flange,
chestnut,9/1/2021,$28.16,City of Santa Cruz Landfill,dump,
chico2,9/2/2021,$221.62,Ferguson,kitchen sink,
chico2,9/2/2021,"$2,000.00",Home Depot,gift card,
chico2,9/2/2021,$696.29,Home Depot,"dimmer kit, sensor",
chestnut,9/2/2021,$136.94,San Lorenzo Lumber,lumber,
chico2,9/3/2021,$54.91,Home Depot,"alarm, switch",
chestnut,9/3/2021,$82.37,San Lorenzo Lumber,"screw, edgeclip",
chico2,9/7/2021,$212.27,San Lorenzo Lumber,"decorator plates, switch, shims, chisel, other misc",
chico2,9/8/2021,$625.00,San Lorenzo Lumber,"facia, base, crown",
chestnut,9/8/2021,$74.67,San Lorenzo Lumber,"bosch multi-material, assembly bag",
chestnut,9/8/2021,$18.85,City of Santa Cruz Landfill,dump,
chestnut,9/9/2021,$26.00,Buena Vista Landfill,dump,
chestnut,9/10/2021,$466.95,Big Creek,"lattice panel, lumber",
chestnut,9/10/2021,$53.48,San Lorenzo Lumber,"seal, brush, cover",
chico2,9/13/2021,$406.45,Home Depot,"ground rod, kitchen faucet",
chico2,9/15/2021,$157.78,Ferguson,"trim, showerhead",
chestnut,9/15/2021,$154.31,Ferguson,tube,
chestnut,9/15/2021,$38.37,Home depot,elbow,
chestnut,9/15/2021,$71.47,Home depot,gas adapter,
chestnut,9/15/2021,$49.00,Home depot,poly gas,
chico2,9/17/2021,$202.31,Ferguson,"elbow, grate, couple",
chestnut,9/21/2021,$332.07,Big Creek,"fasteners, drive screw",
chestnut,9/21/2021,$88.77,San Lorenzo Lumber,builder  board,
chico2,9/22/2021,$182.40,Home Depot,waterproof redgard,
chestnut,9/24/2021,$132.88,San Lorenzo Lumber,lumber,
chico2,9/25/2021,"$2,861.83",San Lorenzo Lumber,"slider,single hung",
chico2,9/25/2021,$80.30,San Lorenzo Lumber,"shims, brush",
chico2,9/27/2021,$92.54,San Lorenzo Lumber,"bead crown, lumber",
chestnut,9/27/2021,$113.06,San Lorenzo Lumber,"fascia, screw",
summit,10/30/2021,$37.43,San Lorenzo Lumber,railing,
